,Artiste,Titre,Listeners,Unnamed: 3,Unnamed: 4
2477,marilyn-manson,sweet-dreams-are-made-of-this,527112,,
2478,rosalia,a-ningun-hombre-cap-11-poder,10269,,
2479,queen,radio-ga-ga,525183,,
2480,tove-lo,disco-tits,70609,,
2481,mumford-sons,darkness-visible,10346,,
2482,young-thug,sin-feat-jaden-smith,22639,,
2483,bruno-mars,locked-out-of-heaven,584517,,
2484,the-who,behind-blue-eyes,511985,,
2485,cage-the-elephant,trouble,137733,,
2486,semisonic,closing-time,543384,,
2487,iz-one,la-vie-en-rose,10300,,
2488,travi-scott,who-what,42603,,
2489,queen,death-on-two-legs-dedicated-to-remastered-2011,28018,,
2490,neutral-milk-hotel,king-of-carrot-flowers-pt-1,124397,,
2491,cigarettes-after-sex,apocalypse,86678,,
2492,slayer,raining-blood,586195,,
2493,jay-z,numb-encore,84545,,
2494,vance-joy,georgia,214115,,
2495,daft-punk,around-the-world,894643,,
2496,mitski,why-didnt-you-stop-me,33327,,
2497,david-bowie,moonage-daydream-2012-remastered-version,149494,,
2498,baco-exu-do-blues,bluesman,10659,,
2499,birdy,skinny-love,512459,,
2500,alphaville,forever-young,508215,,
2501,thin-lizzy,the-boys-are-back-in-town,490122,,
2502,lp,lost-on-you,109450,,
2503,radiohead,let-down,913953,,
2504,the-chainsmokers,paris,179949,,
2505,keala-settle,this-is-me,58825,,
2506,rob-zombie,dragula,521839,,
2507,demi-lovato,tell-me-you-love-me,84847,,
2508,paul-mccartney,wonderful-christmastime-edited-version-remastered-2011-edited-version,11496,,
2509,haddaway,what-is-love,555877,,
2510,arcade-fire,ready-to-start,598209,,
2511,new-radicals,you-get-what-you-give,495466,,
2512,muse,undisclosed-desires,729763,,
2513,britney-spears,gimme-more,493018,,
2514,queen,good-old-fashioned-lover-boy-remastered-2011,35848,,
2515,g-i-dle,latata,22515,,
2516,xxxtentacion,the-remedy-for-a-broken-heart-why-am-i-so-in-love,49976,,
2517,demi-lovato,cool-for-the-summer,191253,,
2518,fleetwood-mac,rhiannon,385142,,
2519,bag-raiders,shooting-stars,269814,,
2520,brockhampton,star,65355,,
2521,alicia-keys,if-i-aint-got-you,472861,,
2522,dj-khaled,wild-thoughts-feat-rihanna-bryson-tiller,41276,,
2523,kendrick-lamar,poetic-justice,319191,,
2524,mac-miller,dang-feat-anderson-paak,98300,,
2525,glass-animals,gooey,268070,,
2526,arctic-monkeys,old-yellow-bricks,644471,,
2527,radiohead,decks-dark,174915,,
2528,portishead,roads,822266,,
2529,jid,151-rum,10841,,
2530,lorde,liability-reprise,95905,,
2531,brockhampton,where-the-cash-at,38432,,
2532,khalid,otw,59577,,
2533,lana-del-rey,13-beaches,102465,,
2534,alice-in-chains,man-in-the-box,574237,,
2535,radiohead,street-spirit-fade-out,784520,,
2536,baco-exu-do-blues,me-desculpa-jay-z,10603,,
2537,led-zeppelin,going-to-california,603465,,
2538,twenty-one-pilots,heavydirtysoul,153504,,
2539,miles-davis,blue-in-green,517937,,
2540,slipknot,the-devil-in-i,161531,,
2541,beyonce,7-11,255941,,
2542,eminem,lose-yourself-from-8-mile-soundtrack,34609,,
2543,chris-isaak,wicked-game,477134,,
2544,michael-jackson,smooth-criminal-2012-remaster,106707,,
2545,my-chemical-romance,helena-so-long-goodnight,113635,,
2546,anitta,downtown,72303,,
2547,cheat-codes,only-you,27694,,
2548,pixies,debaser,632029,,
2549,twenty-one-pilots,car-radio,165592,,
2550,bon-iver,flume,798822,,
2551,kendrick-lamar,i,274075,,
2552,ariana-grande,let-me-love-you,81722,,
2553,azealia-banks,212-feat-lazy-jay,398728,,
2554,gorillaz,tranz,72995,,
2555,lady-gaga,diggin-my-grave,22220,,
2556,led-zeppelin,rock-and-roll,728916,,
2557,a-great-big-world,say-something,322705,,
2558,paramore,ignorance,487908,,
2559,heart,barracuda,436002,,
2560,u2,i-still-havent-found-what-im-looking-for,700484,,
2561,greta-van-fleet,when-the-curtain-falls,30525,,
2562,mo,blur,21317,,
2563,normani,waves-feat-6lack,9974,,
2564,lady-gaga,before-i-cry,21506,,
2565,j-cole,kod,67371,,
2566,muse,thought-contagion-live,9925,,
2567,soccer-mommy,your-dog,49416,,
2568,lcd-soundsystem,we-dont-need-this-fascist-groove-thang-electric-lady-sessions,9912,,
2569,lana-del-rey,white-mustang,96566,,
2570,lukas-graham,7-years,247344,,
2571,red-hot-chili-peppers,give-it-away,843038,,
2572,the-beatles,while-my-guitar-gently-weeps-2018-mix,18745,,
2573,marvin-gaye,aint-no-mountain-high-enough-mono,25667,,
2574,onerepublic,apologize,591621,,
2575,kanye-west,pt-2,148766,,
2576,lil-baby,drip-too-hard-lil-baby-gunna,16792,,
2577,jimi-hendrix,little-wing,539604,,
2578,coldplay,trouble,1105937,,
2579,katy-perry,e-t,568985,,
2580,lenny-kravitz,are-you-gonna-go-my-way,548092,,
2581,nsync,bye-bye-bye,389905,,
2582,childish-gambino,me-and-your-mama,143091,,
2583,azealia-banks,anna-wintour,38151,,
2584,tyler-the-creator,pothole,77924,,
2585,sia,genius-with-sia-diplo-labrinth,10014,,
2586,kanye-west,real-friends,135888,,
2587,bts,blood-sweat-tears,44031,,
2588,rush,tom-sawyer,460661,,
2589,lady-gaga,ill-never-love-again-film-version-radio-edit,22477,,
2590,sufjan-stevens,visions-of-gideon,50053,,
2591,brockhampton,tonya,32106,,
2592,bruno-mars,when-i-was-your-man,444962,,
2593,dj-khaled,no-brainer,66921,,
2594,the-strokes,under-cover-of-darkness,539503,,
2595,joji,ill-see-you-in-40,14564,,
2596,sigala,just-got-paid,22401,,
2597,michael-jackson,dont-stop-til-you-get-enough-single-version,156199,,
2598,cage-the-elephant,come-a-little-closer,233384,,
2599,young-thug,pick-up-the-phone,82567,,
2600,chvrches,miracle,57657,,
2601,ariana-grande,thinking-bout-you,64881,,
2602,backstreet-boys,everybody-backstreets-back,322193,,
2603,four-tet,two-thousand-and-seventeen,76176,,
2604,lou-reed,perfect-day,656132,,
2605,the-all-american-rejects,gives-you-hell,636125,,
2606,little-mix,the-cure-stripped,9826,,
2607,pantera,walk,589805,,
2608,avicii,without-you-feat-sandro-cavazza,113440,,
2609,beyonce,love-on-top,405191,,
2610,x-ambassadors,renegades,227052,,
2611,troye-sivan,plum,32876,,
2612,the-war-on-drugs,red-eyes,299416,,
2613,grizzly-bear,losing-all-sense,95878,,
2614,lady-gaga,i-dont-know-what-love-is,21264,,
2615,sza,supermodel,85599,,
2616,panic-at-the-disco,emperors-new-clothes,109381,,
2617,brockhampton,zipper,59364,,
2618,6ix9ine,mama-feat-nicki-minaj-kanye-west,12851,,
2619,nirvana,rape-me,1088490,,
2620,tyler-the-creator,youre-a-mean-one-mr-grinch,16903,,
2621,lorde,homemade-dynamite-remix,48704,,
2622,halsey,colors,145761,,
2623,rammstein,feuer-frei,300633,,
2624,radiohead,videotape,756365,,
2625,blackstreet,no-diggity,480856,,
2626,elliott-smith,between-the-bars,487488,,
2627,twice,what-is-love,25410,,
2628,lana-del-rey,brooklyn-baby,273254,,
2629,jose-feliciano,feliz-navidad,275470,,
2630,eminem,rap-god,309179,,
2631,led-zeppelin,babe-im-gonna-leave-you,676141,,
2632,limp-bizkit,break-stuff,595931,,
2633,janelle-monae,pynk-feat-grimes,61758,,
2634,martin-garrix,high-on-life-feat-bonn,35124,,
2635,kygo,it-aint-me-with-selena-gomez,130459,,
2636,tyler-the-creator,garden-shed,78021,,
2637,frank-ocean,moon-river,64479,,
2638,kendrick-lamar,xxx-feat-u2,123805,,
2639,tom-walker,leave-a-light-on,68517,,
2640,m-i-a,bad-girls,361637,,
2641,mumford-sons,wild-heart,9792,,
2642,queen,39-remastered-2011,27086,,
2643,lana-del-rey,ultraviolence,276041,,
2644,van-halen,jump-2015-remastered-version,73259,,
2645,inxs,need-you-tonight,421732,,
2646,the-black-keys,gold-on-the-ceiling,503135,,
2647,sufjan-stevens,lonely-man-of-winter,9780,,
2648,blackpink,playing-with-fire,46618,,
2649,guns-n-roses,knockin-on-heavens-door,766367,,
2650,frank-ocean,forrest-gump,277859,,
2651,zara-larsson,never-forget-you,165276,,
2652,deerhunter,he-would-have-laughed,164062,,
2653,phoenix,if-i-ever-feel-better,570114,,
2654,snail-mail,pristine,38598,,
2655,bob-marley-the-wailers,three-little-birds,608600,,
2656,chris-rea,driving-home-for-christmas,334625,,
2657,foster-the-people,houdini,615688,,
2658,pink-floyd,breathe-in-the-air,103499,,
2659,justice,d-a-n-c-e,804450,,
2660,yes,owner-of-a-lonely-heart,488453,,
2661,kanye-west,gorgeous,237196,,
2662,brockhampton,rental,54906,,
2663,the-beatles,yesterday-remastered-2009,95006,,
2664,ghost,square-hammer,70806,,
2665,tove-lo,cool-girl,160967,,
2666,arctic-monkeys,teddy-picker,795829,,
2667,r-e-m,everybody-hurts,687750,,
2668,george-ezra,paradise,62038,,
2669,kid-cudi,day-n-nite-nightmare,60698,,
2670,slowdive,alison,257008,,
2671,thom-yorke,a-storm-that-took-everything,15627,,
2672,twenty-one-pilots,tear-in-my-heart,176325,,
2673,the-kooks,she-moves-in-her-own-way,948236,,
2674,blink-182,first-date,696813,,
2675,migos,motorsport,73096,,
2676,the-prodigy,breathe,651281,,
2677,talking-heads,once-in-a-lifetime-2005-remastered-version,91120,,
2678,kendrick-lamar,lust,152802,,
2679,bon-iver,33-god,138475,,
2680,radiohead,airbag,951962,,
2681,norah-jones,dont-know-why,736140,,
2682,pink-floyd,us-and-them,733697,,
2683,eminem,greatest,69052,,
2684,nirvana,polly,1086711,,
2685,don-mclean,american-pie,516062,,
2686,kali-uchis,dead-to-me,40605,,
2687,famous-dex,japan,46214,,
2688,the-smashing-pumpkins,tonight-tonight-remastered-2012,21666,,
2689,nirvana,dumb,955915,,
2690,arctic-monkeys,no-1-party-anthem,383827,,
2691,foxygen,shuggie,153253,,
2692,marina-the-diamonds,froot,119550,,
2693,the-national,the-system-only-dreams-in-total-darkness,113392,,
2694,gnash,i-hate-u-i-love-u-feat-olivia-obrien,163998,,
2695,the-psychedelic-furs,love-my-way,259433,,
2696,bts,euphoria,21261,,
2697,panic-at-the-disco,hey-look-ma-i-made-it,37298,,
2698,architects,dying-to-heal,9517,,
2699,post-malone,rich-sad,59099,,
2700,jpegmafia,puff-daddy,9539,,
2701,clairo,pretty-girl,49295,,
2702,christina-perri,a-thousand-years,319019,,
2703,anderson-paak,come-down,76904,,
2704,spandau-ballet,true,400172,,
2705,taylor-swift,king-of-my-heart,55120,,
2706,the-lumineers,sleep-on-the-floor,102195,,
2707,rm,seoul-prod-honne,11250,,
2708,the-police,message-in-a-bottle-remastered-2003,67634,,
2709,hailee-steinfeld,starving,155570,,
2710,drake,hold-on-were-going-home,393709,,
2711,prince,kiss,390224,,
2712,exo,sign,9437,,
2713,janelle-monae,i-like-that,57727,,
2714,u2,one,814883,,
2715,frank-ocean,sweet-life,300206,,
2716,rita-ora,new-look,9719,,
2717,limp-bizkit,rollin-air-raid-vehicle,536375,,
2718,nick-jonas,right-now,28983,,
2719,the-turtles,happy-together,485392,,
2720,death-grips,get-got,188725,,
2721,ac-dc,t-n-t,559581,,
2722,beach-house,pay-no-mind,49388,,
2723,panic-at-the-disco,this-is-gospel,162849,,
2724,belinda-carlisle,heaven-is-a-place-on-earth,384392,,
2725,alice-merton,no-roots,93431,,
2726,arctic-monkeys,american-sports,68543,,
2727,drake,mob-ties,61222,,
2728,queen,seven-seas-of-rhye-remastered-2011,32495,,
2729,keane,everybodys-changing,796167,,
2730,billie-eilish,six-feet-under,49622,,
2731,radiohead,the-national-anthem,725483,,
2732,justin-bieber,what-do-you-mean,315656,,
2733,dolly-parton,jolene,448562,,
2734,cage-the-elephant,aint-no-rest-for-the-wicked-original-version,124935,,
2735,train,drops-of-jupiter,628358,,
2736,iggy-pop,lust-for-life,578558,,
2737,imagine-dragons,warriors,234024,,
2738,tyga,dip-feat-nicki-minaj,9678,,
2739,hozier,shrike,24212,,
2740,ghost,rats,44029,,
2741,architects,the-seventh-circle,9384,,
2742,the-breeders,cannonball,379469,,
2743,taylor-swift,22,249483,,
2744,steve-lacy,dark-red,50305,,
2745,the-good-the-bad-the-queen,merrie-land,10352,,
2746,kanye-west,bound-2,276504,,
2747,lil-uzi-vert,the-way-life-goes-feat-oh-wonder,47331,,
2748,iggy-azalea,kream-feat-tyga,33010,,
2749,denzel-curry,sumo, ZUMO,29331,
2750,the-notorious-b-i-g,big-poppa,536775,,
2751,paramore,told-you-so,91299,,
2752,twice,likey,26584,,
2753,new-order,age-of-consent-2015-remastered-version,75300,,
2754,alice-cooper,poison,601192,,
2755,rihanna,stay,242626,,
2756,ariana-grande,bad-decisions,68135,,
2757,halsey,strangers,67346,,
2758,lil-peep,the-brightside,43859,,
2759,quavo,workin-me,17233,,
2760,architects,a-wasted-hymn,9342,,
2761,pabllo-vittar,trago-seu-amor-de-volta-feat-dilsinho,16841,,
2762,toro-y-moi,freelance,12474,,
2763,muse,the-void-acoustic-version,9333,,
2764,nena,99-luftballons,376660,,
2765,frank-ocean,biking,74901,,
2766,depeche-mode,just-cant-get-enough,467581,,
2767,eminem,the-monster,373011,,
2768,nas,n-y-state-of-mind,494756,,
2769,the-beatles,twist-and-shout-remastered-2009,96523,,
2770,nat-king-cole,the-christmas-song-merry-christmas-to-you,218477,,
2771,rihanna,rude-boy,782029,,
2772,the-strokes,hard-to-explain,801833,,
2773,pantera,cowboys-from-hell,625521,,
2774,kanye-west,fml,128989,,
2775,radiohead,pyramid-song,717677,,
2776,eminem,love-the-way-you-lie,554985,,
2777,alt-j,tessellate,479225,,
2778,taylor-swift,so-it-goes,56160,,
2779,the-beatles,dear-prudence-2018-mix,9315,,
2780,little-mix,power,53182,,
2781,mike-posner,i-took-a-pill-in-ibiza-seeb-remix,228026,,
2782,marina-the-diamonds,teen-idle,167298,,
2783,migos,bad-and-boujee-feat-lil-uzi-vert,121495,,
2784,p-nk,so-what,680138,,
2785,the-cure,a-forest,555126,,
2786,commodores,easy,317281,,
2787,deerhunter,revival,253063,,
2788,beach-house,black-car,52973,,
2789,tyga,dip-feat-nicki-minaj,9678,,
2790,lana-del-rey,radio,494678,,
2791,lil-mosey,noticed,26842,,
2792,the-dave-brubeck-quartet,take-five,332929,,
2793,beyonce,partition,229179,,
2794,selena-gomez,same-old-love,183810,,
2795,ms-lauryn-hill,doo-wop-that-thing,113621,,
2796,ac-dc,hells-bells,625496,,
2797,taylor-swift,you-belong-with-me,512459,,
2798,pusha-t,what-would-meek-do,42192,,
2799,don-henley,the-boys-of-summer,421809,,
2800,nicki-minaj,good-form,29229,,
2801,the-chainsmokers,side-effects,39340,,
2802,brockhampton,tape,35299,,
2803,abba,the-winner-takes-it-all,381960,,
2804,rage-against-the-machine,guerrilla-radio,735906,,
2805,queens-of-the-stone-age,i-sat-by-the-ocean,311800,,
2806,slipknot,snuff,394623,,
2807,exo,gravity,9156,,
2808,brockhampton,something-about-him,39075,,
2809,mumford-sons,forever,9325,,
2810,the-script,breakeven,615517,,
2811,kanye-west,wolves,128822,,
2812,sunmi,gashina,33104,,
2813,the-smashing-pumpkins,solara,19878,,
2814,tyler-the-creator,sometimes,83318,,
2815,taylor-swift,dress,53775,,
2816,fall-out-boy,my-songs-know-what-you-did-in-the-dark-light-em-up,354170,,
2817,the-smiths,please-please-please-let-me-get-what-i-want-2011-remastered-version,135395,,
2818,kim-carnes,bette-davis-eyes,347290,,
2819,chuck-berry,johnny-b-goode,644433,,
2820,rihanna,consideration,105866,,
2821,pink-floyd,hey-you,732424,,
2822,pink-floyd,wish-you-were-here-2011-remastered-version,155866,,
2823,lana-del-rey,diet-mountain-dew,542550,,
2824,ella-mai,bood-up,45802,,
2825,interpol,rest-my-chemistry,511136,,
2826,young-thug,high-feat-elton-john,26554,,
2827,lady-gaga,john-wayne,98924,,
2828,masego,tadow,42752,,
2829,foo-fighters,my-hero,970124,,
2830,john-lennon,imagine-remastered-2010,26441,,
2831,foo-fighters,my-hero,970124,,
2832,blood-orange,saint,36302,,
2833,ab-soul,bloody-waters-with-anderson-paak-james-blake,59153,,
2834,yusuf-cat-stevens,wild-world,77755,,
2835,kanye-west,flashing-lights,302535,,
2836,baco-exu-do-blues,queima-minha-pele,9589,,
2837,tom-odell,another-love,317787,,
2838,cardi-b,bartier-cardi-feat-21-savage,84739,,
2839,sonic-youth,teen-age-riot-album-version,127584,,
2840,the-1975,give-yourself-a-try,40108,,
2841,taylor-swift,all-you-had-to-do-was-stay,127789,,
2842,the-prodigy,smack-my-bitch-up,608825,,
2843,red-velvet,power-up,19881,,
2844,pink-floyd,brain-damage,679024,,
2845,foo-fighters,the-sky-is-a-neighborhood,102407,,
2846,gotye,somebody-that-i-used-to-know-feat-kimbra,31504,,
2847,bloc-party,helicopter,843497,,
2848,queen,save-me-remastered-2011,31583,,
2849,mgmt,she-works-out-too-much,62175,,
2850,kate-bush,wuthering-heights,358492,,
2851,queen,hammer-to-fall-remastered-2011,32217,,
2852,jaden-smith,plastic,9310,,
2853,my-chemical-romance,famous-last-words,513433,,
2854,jack-u,where-are-u-now-with-justin-bieber,202442,,
2855,selena-gomez-the-scene,love-you-like-a-love-song,290406,,
2856,sza,garden-say-it-like-dat,71689,,
2857,snail-mail,heat-wave,37362,,
2858,aretha-franklin,respect,721649,,
2859,jon-hopkins,emerald-rush,46742,,
2860,mumford-sons,delta,9186,,
2861,a-ap-rocky,a-ap-forever,51738,,
2862,beyonce,run-the-world-girls,386863,,
2863,james-arthur,rewrite-the-stars-with-james-arthur-anne-marie,9465,,
2864,arctic-monkeys,the-ultracheese,56141,,
2865,halsey,gasoline,107495,,
2866,the-calling,wherever-you-will-go,637182,,
2867,the-pussycat-dolls,dont-cha,412419,,
2868,green-day,21-guns,594105,,
2869,the-outfield,your-love,363992,,
2870,drake,im-upset,78755,,
2871,metallica,sad-but-true,692821,,
2872,katy-perry,california-gurls-feat-snoop-dogg,797159,,
2873,jaden-smith,soho,9222,,
2874,katrina-and-the-waves,walking-on-sunshine,378280,,
2875,brockhampton,vivid,33290,,
2876,rihanna,take-a-bow,517401,,
2877,thom-yorke,open-again,15838,,
2878,radiohead,faust-arp,770476,,
2879,mika,grace-kelly,699325,,
2880,angel-olsen,shut-up-kiss-me,105131,,
2881,fun,some-nights,600340,,
2882,tame-impala,nangs,187750,,
2883,the-neighbourhood,scary-love,56056,,
2884,u2,beautiful-day,980137,,
2885,real-estate,darling,113521,,
2886,muse,feeling-good,787284,,
2887,deerhunter,desire-lines,211406,,
2888,kiss,rock-and-roll-all-nite,384548,,
2889,harry-styles,sweet-creature,100982,,
2890,queen,fat-bottomed-girls-2011-remaster,67525,,
2891,lady-gaga,lovegame,836064,,
2892,lily-allen,smile,724490,,
2893,sia,breathe-me,759986,,
2894,the-cinematic-orchestra,to-build-a-home,448120,,
2895,pabllo-vittar,ouro-feat-urias,16929,,
2896,john-mayer,slow-dancing-in-a-burning-room,493524,,
2897,post-malone,over-now,55654,,
2898,frank-ocean,pink-matter,178617,,
2899,lcd-soundsystem,oh-baby,91617,,
2900,kelly-clarkson,because-of-you,633228,,
2901,limp-bizkit,behind-blue-eyes,806669,,
2902,noname,self,28165,,
2903,two-door-cinema-club,undercover-martyn,728844,,
2904,martin-garrix,there-for-you,123434,,
2905,muse,the-dark-side-alternate-reality-version-instrumental,8927,,
2906,bring-me-the-horizon,can-you-feel-my-heart,199040,,
2907,dr-dre,forgot-about-dre,509666,,
2908,bradley-cooper,alibi,21861,,
2909,tame-impala,disciples,191086,,
2910,the-smiths,bigmouth-strikes-again-2011-remastered-version,148898,,
2911,the-weeknd,party-monster,151282,,
2912,the-xx,vcr,902935,,
2913,kanye-west,devil-in-a-new-dress,225276,,
2914,the-beatles,i-want-to-hold-your-hand-remastered-2015,118633,,
2915,bradley-cooper,out-of-time,22890,,
2916,momoland,bboom-bboom,29318,,
2917,linkin-park,bleed-it-out,793589,,
2918,owl-city,fireflies,766752,,
2919,madonna,like-a-virgin,487696,,
2920,james-blake,retrograde,414447,,
2921,years-years,king,261263,,
2922,new-order,bizarre-love-triangle,431531,,
2923,arctic-monkeys,golden-trunks,65499,,
2924,bill-withers,lovely-day,378769,,
2925,lana-del-rey,summer-bummer-feat-a-ap-rocky-playboi-carti,95700,,
2926,the-script,hall-of-fame,379502,,
2927,lcd-soundsystem,dance-yrself-clean,408734,,
2928,crazy-town,butterfly,557236,,
2929,lady-gaga,monster,482279,,
2930,mitski,a-pearl,30044,,
2931,james-blunt,youre-beautiful,841191,,
2932,gotye,somebody-that-i-used-to-know-feat-kimbra,31504,,
2933,unknown-mortal-orchestra,multi-love,163632,,
2934,earl-sweatshirt,huey,83888,,
2935,idles,danny-nedelko,24504,,
2936,the-weeknd,often,211151,,
2937,queen,i-want-it-all-single-version,31695,,
2938,calum-scott,dancing-on-my-own,110450,,
2939,cigarettes-after-sex,k,47110,,
2940,queen,innuendo-remastered-2011,39667,,
2941,jungle,happy-man,40190,,
2942,frank-sinatra,fly-me-to-the-moon,418904,,
2943,bob-dylan,the-times-they-are-a-changin,677184,,
2944,charli-xcx,out-of-my-head-feat-tove-lo-and-alma,74370,,
2945,the-beatles,in-my-life-remastered-2009,85265,,
2946,welshly-arms,legendary,62769,,
2947,the-stranglers,golden-brown,506257,,
2948,leon-bridges,beyond,50452,,
2949,alicia-keys,no-one,633435,,
2950,aerosmith,i-dont-want-to-miss-a-thing,858831,,
2951,shaggy,it-wasnt-me,409810,,
2952,derek-and-the-dominos,layla-40th-anniversary-version-2010-remastered,57109,,
2953,6ix9ine,stoopid,21356,,
2954,exo,ooh-la-la-la,8753,,
2955,marina-the-diamonds,bubblegum-bitch,198560,,
2956,earl-sweatshirt,hive,90340,,
2957,kanye-west,no-more-parties-in-la,114715,,
2958,norman-greenbaum,spirit-in-the-sky,413302,,
2959,kendrick-lamar,duckworth,131955,,
2960,camila-cabello,crying-in-the-club,115493,,
2961,yung-lean,friday-the-13th,8749,,
2962,deadmau5,drama-free,8875,,
2963,kid-cudi,pursuit-of-happiness-nightmare,340918,,
2964,ariana-grande,sometimes,64360,,
2965,wheatus,teenage-dirtbag,411075,,
2966,clairo,4ever,37859,,
2967,ozuna,vaina-loca,28351,,
2968,radiohead,true-love-waits,313001,,
2969,lady-gaga,you-and-i,297944,,
2970,dire-straits,brothers-in-arms,588516,,
2971,david-bowie,lets-dance-1999-remastered-version,164574,,
2972,blondie,heart-of-glass-special-mix,25265,,
2973,blink-182,adams-song,760941,,
2974,bradley-cooper,alibi,21861,,
2975,band-aid,do-they-know-its-christmas-1984-version,80557,,
2976,bruce-springsteen,born-to-run,608218,,
2977,sufjan-stevens,fourth-of-july,147759,,
2978,bts,airplane-pt-2,24396,,
2979,lil-peep,better-off-dying,38307,,
2980,bts,airplane-pt-2,24396,,
2981,lil-peep,better-off-dying,38307,,
2982,mobb-deep,shook-ones-pt-ii,111115,,
2983,kanye-west,fade,138873,,
2984,6lack,pretty-little-fears-feat-j-cole,21259,,
2985,niall-horan,slow-hands,125321,,
2986,angus-julia-stone,chateau,78403,,
2987,lil-peep,u-said,40563,,
2988,jid,slick-talk,9528,,
2989,madvillain,accordion,258878,,
2990,pabllo-vittar,vai-embora-feat-ludmilla,16979,,
2991,selena-gomez,good-for-you,207093,,
2992,beyonce,single-ladies-put-a-ring-on-it,745863,,
2993,kendrick-lamar,wesleys-theory,190609,,
2994,brockhampton,queer,55407,,
2995,radiohead,true-love-waits,313001,,
2996,post-malone,spoil-my-night-feat-swae-lee,36022,,
2997,pabllo-vittar,miragem,16849,,
2998,sufjan-stevens,chicago,529952,,
2999,loopd,hi-high,15535,,
3000,kevin-abstract,empty,53571,,
3001,afi,miss-murder,545999,,
3002,the-buggles,video-killed-the-radio-star,423649,,
3003,beyonce,drunk-in-love,311730,,
3004,trippie-redd,1400-999-freestyle,8818,,
3005,death-cab-for-cutie,i-dreamt-we-spoke-again,38957,,
3006,alt-j,something-good,430809,,
3007,eric-clapton,tears-in-heaven,807609,,
3008,selena-gomez,back-to-you,51821,,
3009,hayley-kiyoko,what-i-need-feat-kehlani,42523,,
3010,arctic-monkeys,do-me-a-favour,592554,,
3011,rm,tokyo,12273,,
3012,lorde,a-world-alone,275379,,
3013,lady-gaga,venus,148190,,
3014,alt-j,in-cold-blood,117246,,
3015,6ix9ine,billy,34069,,
3016,arctic-monkeys,cornerstone,405324,,
3017,disclosure,you-me-flume-remix,255961,,
3018,yo-la-tengo,autumn-sweater,222105,,
3019,fools-garden,lemon-tree,432386,,
3020,depeche-mode,personal-jesus,713043,,
3021,billie-eilish,bored,46525,,
3022,kanye-west,new-slaves,277998,,
3023,rammstein,ich-will,503277,,
3024,trippie-redd,taking-a-walk,27411,,
3025,yg,big-bank-feat-2-chainz-big-sean-nicki-minaj,23003,,
3026,faith-no-more,epic,487505,,
3027,j-cole,wet-dreamz,146441,,
3028,the-smashing-pumpkins,travels,8706,,
3029,frank-ocean,futura-free,90463,,
3030,death-cab-for-cutie,i-dreamt-we-spoke-again,38957,,
3031,queen,fat-bottomed-girls,590253,,
3032,marvin-gaye,whats-going-on,517806,,
3033,the-rolling-stones,start-me-up-remastered,79947,,
3034,rammstein,ich-will,503277,,
3035,selena-gomez,back-to-you,51821,,
3036,hayley-kiyoko,what-i-need-feat-kehlani,42523,,
3037,trippie-redd,taking-a-walk,27411,,
3038,faith-no-more,epic,487505,,
3039,frank-ocean,futura-free,90463,,
3040,blackpink,whistle,46756,,
3041,pabllo-vittar,miragem,16849,,
3042,jeremy-zucker,comethru,15896,,
3043,the-pogues,fairytale-of-new-york-feat-kirsty-maccoll,111720,,
3044,depeche-mode,personal-jesus,713043,,
3045,loren-allred,never-enough,36281,,
3046,cutting-crew,i-just-died-in-your-arms,344302,,
3047,exo,24-7,8561,,
3048,post-malone,spoil-my-night-feat-swae-lee,36022,,
3049,queen,lazing-on-a-sunday-afternoon-remastered-2011,20936,,
3050,kanye-west,blood-on-the-leaves,270814,,
3051,yo-la-tengo,autumn-sweater,222105,,
3052,yg,big-bank-feat-2-chainz-big-sean-nicki-minaj,23003,,
3053,j-cole,wet-dreamz,146441,,
3054,avicii,waiting-for-love,254917,,
3055,lil-pump,gucci-gang,126323,,
3056,alt-j,in-cold-blood,117246,,
3057,hans-zimmer,time,318592,,
3058,the-neighbourhood,afraid,234322,,
3059,sam-smith,have-yourself-a-merry-little-christmas,99223,,
3060,alec-benjamin,let-me-down-slowly,32281,,
3061,madonna,material-girl,451035,,
3062,baco-exu-do-blues,kanye-west-da-bahia,8542,,
3063,hozier,someone-new,244822,,
3064,mitski,remember-my-name,32757,,
3065,fugees,killing-me-softly-with-his-song,354333,,
3066,duke-ellington,in-a-sentimental-mood,223693,,
3067,kendrick-lamar,blood,168190,,
3068,bjork,army-of-me,576124,,
3069,coldplay,in-my-place,1109864,,
3070,king-princess,talia,29118,,
3071,the-las,there-she-goes,418518,,
3072,madison-beer,home-with-you,43140,,
3073,weezer,zombie-bastards,8523,,
3074,sum-41,still-waiting,560912,,
3075,la-roux,bulletproof,672820,,
3076,aerosmith,walk-this-way,589883,,
3077,kodak-black,roll-in-peace-feat-xxxtentacion,55876,,
3078,fleetwood-mac,little-lies-remastered,50665,,
3079,the-cranberries,dreams,557422,,
3080,kendrick-lamar,fear,137213,,
3081,zac-efron,rewrite-the-stars,49484,,
3082,american-authors,best-day-of-my-life,372183,,
3083,imagine-dragons,next-to-me,57112,,
3084,the-killers,read-my-mind,981887,,
3085,beach-house,dive,61662,,
3086,jao,vou-morrer-sozinho,18905,,
3087,adele,water-under-the-bridge,171505,,
3088,lil-wayne,let-it-fly-feat-travis-scott,37528,,
3089,madison-beer,home-with-you,43140,,
3090,alessia-cara,not-today,8706,,
